display_name_input,display_name_matched,source_id,issn,works_count,host_org
ADVANCED COMPOSITES AND HYBRID MATERIALS,Advanced Composites and Hybrid Materials,https://openalex.org/S4210207107,2522-0128|2522-0136,649,Springer Science+Business Media
ADVANCED DRUG DELIVERY REVIEWS,Advanced Drug Delivery Reviews,https://openalex.org/S114437232,0169-409X|1872-8294,4858,Elsevier BV
ADVANCED ELECTRONIC MATERIALS,Advanced Electronic Materials,https://openalex.org/S2765003236,2199-160X,3243,Wiley
ADVANCED ENERGY MATERIALS,Advanced Energy Materials,https://openalex.org/S2502627819,1614-6832|1614-6840,8389,Wiley
ADVANCED ENGINEERING INFORMATICS,Advanced Engineering Informatics,https://openalex.org/S112141509,1474-0346|1873-5320,1869,Elsevier BV
ADVANCED ENGINEERING MATERIALS,Advanced Engineering Materials,https://openalex.org/S156255550,1438-1656|1527-2648,7328,Wiley
ADVANCED FIBER MATERIALS,Advanced Fiber Materials,https://openalex.org/S4210182575,2524-7921|2524-793X,282,Springer Science+Business Media
ADVANCED FUNCTIONAL MATERIALS,Advanced Functional Materials,https://openalex.org/S135204980,1616-301X|1616-3028,24243,Wiley
ADVANCED HEALTHCARE MATERIALS,Advanced Healthcare Materials,https://openalex.org/S2500736452,2192-2640|2192-2659,5240,Wiley
ADVANCED INTELLIGENT SYSTEMS,Advanced Intelligent Systems,https://openalex.org/S4210212817,2640-4567,1082,Wiley
ADVANCED MATERIALS,Advanced Materials,https://openalex.org/S99352657,0935-9648|1521-4095,32405,
ADVANCED MATERIALS INTERFACES,Advanced Materials Interfaces,https://openalex.org/S2764385675,2196-7350,6533,Wiley
ADVANCED MATERIALS TECHNOLOGIES,Advanced Materials Technologies,https://openalex.org/S2765038284,2365-709X,3312,Wiley
ADVANCED NONLINEAR STUDIES,Advanced Nonlinear Studies,https://openalex.org/S207995962,1536-1365|2169-0375,922,De Gruyter
ADVANCED OPTICAL MATERIALS,Advanced Optical Materials,https://openalex.org/S108229257,2195-1071,6043,Wiley
ADVANCED PHOTONICS,Advanced Photonics,https://openalex.org/S4210199334,2577-5421,227,
ADVANCED POWDER TECHNOLOGY,Advanced Powder Technology,https://openalex.org/S9304834,0921-8831|1568-5527,5047,Elsevier BV
ADVANCED QUANTUM TECHNOLOGIES,Advanced Quantum Technologies,https://openalex.org/S4210190593,2511-9044,615,Wiley
ADVANCED ROBOTICS,Advanced Robotics,https://openalex.org/S192584203,0169-1864|1568-5535,2959,Taylor & Francis
ADVANCED SCIENCE,Advanced Science,https://openalex.org/S2737737698,2198-3844,6531,Wiley
ADVANCED SUSTAINABLE SYSTEMS,Advanced Sustainable Systems,https://openalex.org/S4210217307,2366-7486,982,Wiley
ADVANCED SYNTHESIS & CATALYSIS,Advanced Synthesis & Catalysis,https://openalex.org/S36069537,1615-4150|1615-4169,10078,Wiley
ADVANCED THEORY AND SIMULATIONS,Advanced Theory and Simulations,https://openalex.org/S4210193742,2513-0390,1161,Wiley
ADVANCED THERAPEUTICS,Advanced Therapeutics,https://openalex.org/S4210200121,2366-3987,847,Wiley
ADVANCES IN ANATOMIC PATHOLOGY,Advances in Anatomic Pathology,https://openalex.org/S3815926,1072-4109|1533-4031,2558,Lippincott Williams & Wilkins
ADVANCES IN APPLIED CLIFFORD ALGEBRAS,Advances in Applied Clifford Algebras,https://openalex.org/S76279167,0188-7009|1661-4909,1521,Birkhäuser
ADVANCES IN APPLIED MATHEMATICS,Advances in Applied Mathematics,https://openalex.org/S4210191542,2324-8009|2324-7991,2623,
ADVANCES IN APPLIED MATHEMATICS AND MECHANICS,Advances in Applied Mathematics and Mechanics,https://openalex.org/S123777873,2070-0733|2075-1354,897,Cambridge University Press
ADVANCES IN APPLIED PROBABILITY,Advances in Applied Probability,https://openalex.org/S180803011,0001-8678|1475-6064,7230,Cambridge University Press
ADVANCES IN ASTRONOMY,Advances in Astronomy,https://openalex.org/S20854694,1687-7969|1687-7977,372,Hindawi Publishing Corporation
ADVANCES IN ATMOSPHERIC SCIENCES,Advances in Atmospheric Sciences,https://openalex.org/S63270775,0256-1530|1861-9533,3485,Springer Science+Business Media
ADVANCES IN CALCULUS OF VARIATIONS,Advances in Calculus of Variations,https://openalex.org/S71657983,1864-8258|1864-8266,429,De Gruyter
ADVANCES IN CEMENT RESEARCH,Advances in Cement Research,https://openalex.org/S204969905,0951-7197|1751-7605,1352,
ADVANCES IN CIVIL ENGINEERING,Advances in Civil Engineering,https://openalex.org/S86499044,1687-8086|1687-8094,4838,Hindawi Publishing Corporation
ADVANCES IN CLIMATE CHANGE RESEARCH,Advances in Climate Change Research,https://openalex.org/S2764744304,1674-9278|2524-1761,752,KeAi
ADVANCES IN CLINICAL AND EXPERIMENTAL MEDICINE,Advances in Clinical and Experimental Medicine,https://openalex.org/S948795172,1899-5276|2451-2680,2009,Wroclaw Medical University
ADVANCES IN COLLOID AND INTERFACE SCIENCE,Advances in Colloid and Interface Science,https://openalex.org/S28247071,0001-8686|1873-3727,3418,Elsevier BV
ADVANCES IN COMPLEX SYSTEMS,Advances in Complex Systems,https://openalex.org/S107361000,0219-5259|1793-6802|1793-9615|1793-9623,1704,World Scientific
ADVANCES IN COMPUTATIONAL MATHEMATICS,Advances in Computational Mathematics,https://openalex.org/S57050787,1019-7168|1572-9044,1571,Springer Science+Business Media
ADVANCES IN CONCRETE CONSTRUCTION,Advances in concrete construction,https://openalex.org/S4306500781,2287-5301|2287-531X,94,
ADVANCES IN CONDENSED MATTER PHYSICS,Advances in Condensed Matter Physics,https://openalex.org/S2866984,1687-8108|1687-8124,724,Hindawi Publishing Corporation
ADVANCES IN CONTINUOUS AND DISCRETE MODELS,Advances in Continuous and Discrete Models,https://openalex.org/S4210218429,2731-4235,92,Springer Nature
ADVANCES IN DATA ANALYSIS AND CLASSIFICATION,Advances in Data Analysis and Classification,https://openalex.org/S4210175730,1862-5355|1862-5347,532,Springer Science+Business Media
ADVANCES IN DIFFERENTIAL EQUATIONS,Advances in Differential Equations,https://openalex.org/S7748972,1079-9389,1064,
ADVANCES IN ELECTRICAL AND COMPUTER ENGINEERING,Advances in Electrical and Computer Engineering,https://openalex.org/S114547688,1582-7445|1844-7600,1024,Ștefan cel Mare University of Suceava
ADVANCES IN ENGINEERING SOFTWARE,Advances in Engineering Software,https://openalex.org/S16540516,0965-9978|1873-5339,3791,Elsevier BV
ADVANCES IN GEOMETRY,Advances in Geometry,https://openalex.org/S98057184,1615-715X|1615-7168,981,De Gruyter
ADVANCES IN HEALTH SCIENCES EDUCATION,Advances in Health Sciences Education,https://openalex.org/S129194695,1382-4996|1573-1677,1511,Springer Science+Business Media
ADVANCES IN HIGH ENERGY PHYSICS,Advances in High Energy Physics,https://openalex.org/S75771055,1687-7357|1687-7365,1488,Hindawi Publishing Corporation
ADVANCES IN KIDNEY DISEASE AND HEALTH,Advances in Kidney Disease and Health,https://openalex.org/S4387285771,2949-8139,0,
ADVANCES IN MANUFACTURING,Advances in Manufacturing,https://openalex.org/S2764686670,2095-3127|2195-3597,426,Springer Science+Business Media
ADVANCES IN MATHEMATICAL PHYSICS,Advances in Mathematical Physics,https://openalex.org/S69511584,1687-9120|1687-9139,1415,Hindawi Publishing Corporation
ADVANCES IN MATHEMATICS,Advances in Mathematics,https://openalex.org/S122441808,0001-8708|1090-2082,10631,Elsevier BV
ADVANCES IN MATHEMATICS OF COMMUNICATIONS,Advances in Mathematics of Communications,https://openalex.org/S161492159,1930-5338|1930-5346,855,American Institute of Mathematical Sciences
ADVANCES IN MECHANICAL ENGINEERING,Advances in Mechanical Engineering,https://openalex.org/S185389193,1687-8132|1687-8140,5939,SAGE Publishing
ADVANCES IN MEDICAL SCIENCES,Advances in Medical Sciences,https://openalex.org/S57025993,1896-1126|1898-4002,871,Elsevier BV
ADVANCES IN METEOROLOGY,Advances in Meteorology,https://openalex.org/S19799837,1687-9309|1687-9317,1510,Hindawi Publishing Corporation
ADVANCES IN METHODS AND PRACTICES IN PSYCHOLOGICAL SCIENCE,Advances in Methods and Practices in Psychological Science,https://openalex.org/S4210173062,2515-2459|2515-2467,179,SAGE Publishing
ADVANCES IN NANO RESEARCH,Advances in nano research,https://openalex.org/S4306500795,2287-237X|2287-2388,85,
ADVANCES IN NEONATAL CARE,Advances in Neonatal Care,https://openalex.org/S67667785,1536-0903|1536-0911,2030,Lippincott Williams & Wilkins
ADVANCES IN NONLINEAR ANALYSIS,Advances in Nonlinear Analysis,https://openalex.org/S2764380143,2191-9496|2191-950X,535,De Gruyter
ADVANCES IN NURSING SCIENCE,Advances in Nursing Science,https://openalex.org/S22017307,0161-9268|1550-5014,2123,Lippincott Williams & Wilkins
ADVANCES IN NUTRITION,Advances in Nutrition,https://openalex.org/S2491932416,2161-8313|2156-5376,1600,Elsevier BV
ADVANCES IN OPTICS AND PHOTONICS,Advances in Optics and Photonics,https://openalex.org/S191306374,1943-8206,189,Optica Publishing Group
ADVANCES IN PHYSICS,Advances In Physics,https://openalex.org/S137691401,0001-8732|1460-6976,810,Taylor & Francis
ADVANCES IN POLYMER TECHNOLOGY,Advances in Polymer Technology,https://openalex.org/S48230929,0730-6679|1098-2329,2370,Wiley
ADVANCES IN PRODUCTION ENGINEERING & MANAGEMENT,Advances in Production Engineering & Management,https://openalex.org/S955515294,1855-6531|1854-6250,338,University of Maribor
ADVANCES IN RHEUMATOLOGY,Advances in Rheumatology,https://openalex.org/S4210216083,2523-3106,294,BioMed Central
ADVANCES IN SKIN & WOUND CARE,Advances in Skin & Wound Care,https://openalex.org/S162191074,1527-7941|1538-8654,2960,Lippincott Williams & Wilkins
ADVANCES IN SPACE RESEARCH,Advances in Space Research,https://openalex.org/S113313948,0273-1177|1879-1948,24350,Elsevier BV
ADVANCES IN STRUCTURAL ENGINEERING,Advances in Structural Engineering,https://openalex.org/S104737098,1369-4332|2048-4011,2872,SAGE Publishing
ADVANCES IN THEORETICAL AND MATHEMATICAL PHYSICS,Advances in Theoretical and Mathematical Physics,https://openalex.org/S207372152,1095-0753|1095-0761,864,
ADVANCES IN THERAPY,Advances in Therapy,https://openalex.org/S27230875,0741-238X|1865-8652,3488,"Adis, Springer Healthcare"
ADVANCES IN WATER RESOURCES,Advances in Water Resources,https://openalex.org/S145524021,0309-1708|1872-9657,4992,Elsevier BV
ADVANCES IN WEED SCIENCE,Advances in Weed Science,https://openalex.org/S4210206544,2675-9462,77,Sociedade Brasileira da Ciência das Plantas Daninhas
ADVANCES IN WOUND CARE,Advances in Wound Care,https://openalex.org/S2764409288,2162-1918|2162-1934,667,"Mary Ann Liebert, Inc."
AEOLIAN RESEARCH,Aeolian Research,https://openalex.org/S105722520,1875-9637|2212-1684,745,Elsevier BV
AEQUATIONES MATHEMATICAE,Aequationes Mathematicae,https://openalex.org/S150892397,0001-9054|1420-8903,3648,Birkhäuser
AEROBIOLOGIA,Aerobiologia,https://openalex.org/S12507409,0393-5965|1573-3025,1624,Springer Science+Business Media
AERONAUTICAL JOURNAL,Aeronautical Journal,https://openalex.org/S136953473,,48,Cambridge University Press
AEROSOL AND AIR QUALITY RESEARCH,Aerosol and Air Quality Research,https://openalex.org/S103097414,1680-8584|2071-1409,2895,Taiwan Association for Aerosol Research
AEROSOL SCIENCE AND TECHNOLOGY,Aerosol Science and Technology,https://openalex.org/S111181672,0278-6826|1521-7388,4133,Taylor & Francis
AEROSPACE,Aerospace,https://openalex.org/S4210169245,2226-4310,2205,Multidisciplinary Digital Publishing Institute
AEROSPACE AMERICA,Aerospace America,https://openalex.org/S157018258,0740-722X|2689-8322,290,
AEROSPACE MEDICINE AND HUMAN PERFORMANCE,Aerospace Medicine and Human Performance,https://openalex.org/S2764403496,2375-6314|2375-6322,1346,Aerospace Medical Association
AEROSPACE SCIENCE AND TECHNOLOGY,Aerospace Science and Technology,https://openalex.org/S61564791,1270-9638|1626-3219,6452,Elsevier BV
AESTHETIC PLASTIC SURGERY,Aesthetic Plastic Surgery,https://openalex.org/S22523967,0364-216X|1432-5241,6620,Springer Science+Business Media
AESTHETIC SURGERY JOURNAL,Aesthetic Surgery Journal,https://openalex.org/S193626562,1090-820X|1527-330X,5440,Oxford University Press
AFINIDAD,Afinidad,https://openalex.org/S192916955,0001-9704|2339-9686,1309,Association of Chemists of the Chemical Institute of Sarria
AFRICAN ENTOMOLOGY,African Entomology,https://openalex.org/S117207475,1021-3589|2224-8854,1423,Peter Lang
AFRICAN HEALTH SCIENCES,African Health Sciences,https://openalex.org/S167982310,1680-6905|1729-0503,2226,Makerere University
AFRICAN INVERTEBRATES,African Invertebrates,https://openalex.org/S48434751,1681-5556|2305-2562,797,Pensoft Publishers
AFRICAN JOURNAL OF AQUATIC SCIENCE,African Journal of Aquatic Science,https://openalex.org/S169546945,1608-5914|1727-9364,1043,Taylor & Francis
AFRICAN JOURNAL OF ECOLOGY,African Journal of Ecology,https://openalex.org/S14053799,0141-6707|1365-2028,3643,Wiley
AFRICAN JOURNAL OF EMERGENCY MEDICINE,African Journal of Emergency Medicine,https://openalex.org/S2738564287,2211-419X|2211-4203,814,Elsevier BV
AFRICAN JOURNAL OF HERPETOLOGY,African Journal of Herpetology,https://openalex.org/S170012901,2156-4574|2153-3660,429,Taylor & Francis
AFRICAN JOURNAL OF MARINE SCIENCE,African Journal of Marine Science,https://openalex.org/S121195568,1814-232X|1814-2338,1074,Taylor & Francis
AFRICAN JOURNAL OF WILDLIFE RESEARCH,African Journal of Wildlife Research,https://openalex.org/S2764636758,2410-7220|2410-8200,820,
AFRICAN ZOOLOGY,African Zoology,https://openalex.org/S5885750,1562-7020|2224-073X,1385,Taylor & Francis
AGE AND AGEING,Age and Ageing,https://openalex.org/S31768639,0002-0729|1468-2834,13544,Oxford University Press
AGEING RESEARCH REVIEWS,Ageing Research Reviews,https://openalex.org/S117312820,1568-1637|1872-9649,1874,Elsevier BV
AGGRESSIVE BEHAVIOR,Aggressive Behavior,https://openalex.org/S45897893,0096-140X|1098-2337,3306,Wiley
AGING & MENTAL HEALTH,Aging & Mental Health,https://openalex.org/S165966931,1360-7863|1364-6915,3416,Routledge
AGING AND DISEASE,Aging and Disease,https://openalex.org/S2738790859,2152-5250,967,Buck Institute for Research on Aging
AGING CELL,Aging Cell,https://openalex.org/S174672550,1474-9718|1474-9728|1474-9726,2823,Wiley
AGING CLINICAL AND EXPERIMENTAL RESEARCH,Aging Clinical and Experimental Research,https://openalex.org/S107309357,1594-0667|1720-8319,4189,Springer Science+Business Media
AGRARFORSCHUNG SCHWEIZ,Agrarforschung Schweiz,https://openalex.org/S2490815337,1663-7852|1663-7909,1009,
AGREKON,Agrekon,https://openalex.org/S193176721,0303-1853|2078-0400,2345,Taylor & Francis
AGRIBUSINESS,Agribusiness,https://openalex.org/S180723199,0742-4477|1520-6297,2027,Wiley
AGRICULTURAL & ENVIRONMENTAL LETTERS,Agricultural & Environmental Letters,https://openalex.org/S2737313858,2471-9625,230,American Society of Agronomy
AGRICULTURAL AND FOOD ECONOMICS,Agricultural and Food Economics,https://openalex.org/S3034372847,2193-7532,265,Springer Nature
AGRICULTURAL AND FOOD SCIENCE,Agricultural and Food Science,https://openalex.org/S166660306,1459-6067|1795-1895,2279,Scientific Agricultural Society of Finland
AGRICULTURAL AND FOREST ENTOMOLOGY,Agricultural and Forest Entomology,https://openalex.org/S27810548,1461-9555|1461-9563,1256,Wiley
AGRICULTURAL AND FOREST METEOROLOGY,Agricultural and Forest Meteorology,https://openalex.org/S17729819,0168-1923|1873-2240,8225,Elsevier BV
AGRICULTURAL ECONOMICS,Agricultural Economics,https://openalex.org/S154775064,0169-5150|1574-0862,3844,Wiley
AGRICULTURAL ECONOMICS-ZEMEDELSKA EKONOMIKA,Agricultural Economics-zemedelska Ekonomika,https://openalex.org/S198272889,,2,
AGRICULTURAL HISTORY,Agricultural History,https://openalex.org/S12513068,0002-1482|1533-8290,2340,Duke University Press
AGRICULTURAL SYSTEMS,Agricultural Systems,https://openalex.org/S157560195,0308-521X|1873-2267,4969,Elsevier BV
AGRICULTURAL WATER MANAGEMENT,Agricultural Water Management,https://openalex.org/S104641133,0378-3774|1873-2283,8072,Elsevier BV
AGRICULTURE AND HUMAN VALUES,Agriculture and Human Values,https://openalex.org/S78512408,0889-048X|1572-8366,2452,Springer Nature (Netherlands)
AGRICULTURE ECOSYSTEMS & ENVIRONMENT,Agriculture Ecosystems & Environment,https://openalex.org/S185297315,0167-8809|1873-2305,9375,Elsevier BV
AGROCHIMICA,AGROCHIMICA,https://openalex.org/S111356358,0002-1857|2283-5431,674,Pavia University Press
AGROCIENCIA,Agrociencia,https://openalex.org/S4210170844,1510-0839|2301-1548,694,Facultad de Derecho (Universidad de la República)
AGROECOLOGY AND SUSTAINABLE FOOD SYSTEMS,Agroecology and Sustainable Food Systems,https://openalex.org/S4210197466,2168-3565|2168-3573,727,Taylor & Francis
AGROFORESTRY SYSTEMS,Agroforestry Systems,https://openalex.org/S186231457,0167-4366|1572-9680,3502,Springer Science+Business Media
AGRONOMY FOR SUSTAINABLE DEVELOPMENT,Agronomy for Sustainable Development,https://openalex.org/S17425584,1773-0155|1774-0746,1200,Springer Science+Business Media
AGRONOMY JOURNAL,Agronomy Journal,https://openalex.org/S139950591,0002-1962|1072-9623|1435-0645,24617,Wiley
AGU ADVANCES,AGU Advances,https://openalex.org/S4210240585,2576-604X,184,Wiley
AI MAGAZINE,AI Magazine,https://openalex.org/S163019073,0738-4602|2371-9621,2661,Association for the Advancement of Artificial Intelligence
AIAA JOURNAL,AIAA Journal,https://openalex.org/S53336109,0001-1452|1081-0102|1533-385X,27251,American Institute of Aeronautics and Astronautics
AICHE JOURNAL,AIChE Journal,https://openalex.org/S147177414,0001-1541|1547-5905,19004,Wiley
AIDS,AIDS,https://openalex.org/S20605092,0269-9370|1473-5571,14832,Lippincott Williams & Wilkins
AIDS PATIENT CARE AND STDS,AIDS Patient Care and STDs,https://openalex.org/S14583120,1087-2914|1557-7449,2870,"Mary Ann Liebert, Inc."
AIDS RESEARCH AND HUMAN RETROVIRUSES,AIDS Research and Human Retroviruses,https://openalex.org/S161282271,0889-2229|1931-8405,7677,"Mary Ann Liebert, Inc."
AIDS RESEARCH AND THERAPY,AIDS Research and Therapy,https://openalex.org/S22960011,1742-6405,803,BioMed Central
AIDS REVIEWS,Aids Reviews,https://openalex.org/S115796062,1139-6121|1698-6997,168,
AIMS MATHEMATICS,AIMS Mathematics,https://openalex.org/S4210179087,2473-6988,3410,American Institute of Mathematical Sciences
AIN SHAMS ENGINEERING JOURNAL,Ain Shams Engineering Journal,https://openalex.org/S2764993483,2090-4479|2090-4495,2203,Elsevier BV
AIP ADVANCES,AIP Advances,https://openalex.org/S189917590,2158-3226,13498,American Institute of Physics
AIRCRAFT ENGINEERING AND AEROSPACE TECHNOLOGY,Aircraft Engineering and Aerospace Technology,https://openalex.org/S4210219807,0002-2667|2059-9366,14506,Emerald Publishing Limited
AKCE INTERNATIONAL JOURNAL OF GRAPHS AND COMBINATORICS,AKCE International Journal of Graphs and Combinatorics,https://openalex.org/S2764899362,0972-8600|2543-3474,534,Elsevier BV
